text,polarity
 NOELonPC mstevens6406 IMPeachy1331 DannyLeon66 TheRightMelissa realDonaldTrump CDCgov Your game was obvious ,neutral
RT theIMEU Rep Paul Gosar R AZ is calling for the Department of Education to investigate the Center for Middle East Studies at the Uni ,neutral
RT zairej Shit went from Howard University to Education Connection,negative
RT NoLore I m gonna keep saying it the university cannot simply mandate online education Professors have the right to decide how to end ,positive
RT fenrir 71 Because of course they are HowToEvangelical NoMoreProfitsBeforePeople ,neutral
 mfjazx If that means getting your fundamental education at a public university and then transferring It just sadd ,neutral
RT fenrir 71 Because of course they are HowToEvangelical NoMoreProfitsBeforePeople ,neutral
RT HistoricaCanada Discover how residential schools continue to affect Indigenous communities in the present day in our revamped Residen ,neutral
RT collegeotheday Today s collegeotheday is MercyhurstU HurstMensHockey HurstAthletics HurstAlumni HurstBaseball MercyhurstFB col ,neutral
RT zairej Shit went from Howard University to Education Connection,negative
RT TheMESS2013 Congratulations to Makayla Bernadez on her commitment to continue her education and Track career at Sonoma State Universit ,positive
RT USSbriefs BBC News Coronavirus More universities halt teaching and exams If your university is still not halting teaching and exa ,neutral
 scoopercooper robert spalding BethanyAllenEbr Chinese Junior Elites an education app targeting youngst ,neutral
Liberty University President Jerry Falwell Jr says in person classes to continue ,positive
RT abc7breaking Breaking UTEP President Heather Wilson will discuss university s coronavirus precautions shortly Watch it LIVE by cli ,negative
RT angiladasauce You ever suffer through 4 years at university just to graduate online like some education connection shit ,negative
RT timeshighered Will the coronavirus make online education go viral The sudden closure of university campuses in China and elsewhere ha ,neutral
RT USSbriefs BBC News Coronavirus More universities halt teaching and exams If your university is still not halting teaching and exa ,neutral
Liberty University President Jerry Falwell Jr says in person classes to continue ,positive
Universities have become increasingly intolerant and academics and students right to free speech is under attack ,positive
 NAME ,neutral
 Libarbarian SamvgWr jkenney Great news for the other universities in Canada More Albertans will be going outs ,positive
Signing of Peace and Friendship Treaty staged to educate people CBC News ,positive
RT nseducation The Province is directing public sector employees who travel outside Canada to stay home and self isolate for 14 days afte ,negative
Which raises important questions of who which approaches will guide curriculum making amp pedagogy in expanded early ,positive
RT McHughJoeTD Please see below a very powerful message from a Consultant Respiratory Paediatrician at Cork University Hospital This mes ,positive
RT JoeHeim Liberty University students I spoke with aren t happy with President Falwell s decision ,positive
